user-definedlabeln,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2
1.0,50.0,69.0,7.0,726653.0,112801.0,61538.0,66883.0,20839.0,33210.0,55825.0,7959.0
1.0,38.0,69.0,-125.0,808862.0,82899.0,34522.0,97286.0,72455.0,53281.0,42257.0,5411.0
0.0,41.0,67.0,240.0,302902.0,26477.0,20648.0,21256.0,8996.0,5925.0,8068.0,2154.0
1.0,40.0,54.0,13.0,87575.0,24862.0,15194.0,8645.0,12456.0,5197.0,7833.0,4468.0
1.0,40.0,51.0,-68.0,242816.0,146001.0,50443.0,2625.0,9570.0,15659.0,12204.0,11630.0
1.0,81.0,64.0,64.0,4293.0,11862.0,1135.0,2397.0,3064.0,7227.0,11568.0,8406.0
0.0,47.0,50.0,166.0,1061836.0,55755.0,14373.0,24531.0,14963.0,14054.0,5354.0,12344.0
1.0,53.0,50.0,144.0,1501530.0,197683.0,34674.0,25863.0,19524.0,33809.0,11435.0,11573.0
1.0,35.0,57.0,26.0,202942.0,77492.0,61360.0,35112.0,32269.0,20747.0,5793.0,4469.0
1.0,53.0,41.0,-94.0,1008129.0,198877.0,56904.0,6000.0,70149.0,54151.0,50272.0,14868.0
0.0,29.0,44.0,21.0,1653467.0,753302.0,321668.0,32611.0,64750.0,24500.0,54438.0,101376.0
0.0,61.0,77.0,33.0,29938.0,19576.0,5869.0,20230.0,15978.0,11480.0,7301.0,6327.0
1.0,0.0,0.0,-2048.0,53744.0,25986.0,4916.0,19806.0,10787.0,116928.0,62392.0,19867.0
1.0,26.0,38.0,163.0,336169.0,133859.0,30623.0,17055.0,20002.0,10704.0,25334.0,6153.0
0.0,43.0,54.0,73.0,161564.0,219855.0,3152.0,12609.0,16550.0,9663.0,2335.0,2366.0
0.0,38.0,64.0,224.0,281673.0,165764.0,12355.0,58803.0,9215.0,9902.0,7465.0,1725.0
1.0,24.0,53.0,145.0,330640.0,814034.0,17567.0,17644.0,65074.0,14214.0,17720.0,7461.0
1.0,51.0,66.0,136.0,463001.0,258482.0,26202.0,41631.0,39921.0,40856.0,20821.0,16254.0
1.0,34.0,47.0,189.0,121114.0,26213.0,7754.0,4697.0,5183.0,3027.0,1617.0,486.0
0.0,56.0,56.0,84.0,715862.0,43595.0,10328.0,10597.0,8361.0,11015.0,15592.0,6860.0
0.0,63.0,83.0,138.0,173264.0,41240.0,18966.0,3935.0,4366.0,4542.0,5764.0,424.0
0.0,44.0,80.0,53.0,3257.0,22723.0,15866.0,3024.0,3240.0,5759.0,2877.0,2898.0
0.0,29.0,44.0,321.0,541766.0,35616.0,3874.0,21406.0,1863.0,14832.0,13254.0,643.0
1.0,69.0,20.0,13.0,4981.0,49454.0,5053.0,12614.0,4251.0,24282.0,11411.0,10528.0
0.0,26.0,47.0,-7.0,113656.0,59558.0,24320.0,3741.0,5704.0,2942.0,748.0,705.0
1.0,53.0,69.0,86.0,486083.0,109325.0,13794.0,7217.0,11184.0,13724.0,20912.0,6631.0
0.0,44.0,57.0,6.0,4780.0,6544.0,4805.0,6505.0,15513.0,5622.0,4542.0,1271.0
1.0,27.0,34.0,-37.0,231795.0,110669.0,10577.0,10232.0,3507.0,8886.0,1924.0,755.0
1.0,13.0,51.0,-53.0,1313075.0,181115.0,8680.0,85964.0,31031.0,34656.0,23493.0,3282.0
1.0,47.0,54.0,89.0,1272888.0,27675.0,3332.0,5512.0,7344.0,1800.0,3620.0,4377.0
1.0,41.0,57.0,12.0,119216.0,380057.0,114898.0,87788.0,44436.0,62568.0,71013.0,44825.0
0.0,69.0,60.0,23.0,6622.0,6941.0,8628.0,4405.0,10270.0,8330.0,3113.0,1337.0
1.0,54.0,47.0,73.0,273235.0,8505.0,3958.0,5198.0,7507.0,10980.0,6311.0,6939.0
1.0,37.0,56.0,41.0,2189320.0,130621.0,50026.0,84384.0,63293.0,30593.0,17287.0,17822.0
1.0,20.0,43.0,166.0,2286434.0,82974.0,38414.0,36320.0,12730.0,10913.0,38203.0,1322.0
0.0,43.0,41.0,-2.0,164110.0,96876.0,31786.0,16855.0,20191.0,57881.0,83678.0,18212.0
1.0,48.0,26.0,84.0,637871.0,77246.0,38900.0,8949.0,9691.0,10399.0,4756.0,2734.0
0.0,40.0,57.0,35.0,688016.0,62743.0,1095.0,27813.0,7903.0,5137.0,4307.0,6031.0
1.0,35.0,67.0,-204.0,1367394.0,260817.0,110619.0,132345.0,7141.0,150147.0,27558.0,5273.0
1.0,51.0,48.0,-3.0,169153.0,9164.0,1306.0,2148.0,1449.0,3538.0,3494.0,2927.0
0.0,0.0,0.0,2047.0,1510044.0,100285.0,49007.0,18652.0,77755.0,164334.0,391821.0,148291.0
1.0,0.0,0.0,2047.0,756545.0,29748.0,1314.0,20677.0,12565.0,63109.0,42547.0,20563.0
1.0,30.0,41.0,82.0,1086386.0,1116636.0,71786.0,137102.0,118385.0,76399.0,30257.0,9142.0
0.0,56.0,40.0,24.0,961611.0,157530.0,29087.0,22067.0,23761.0,20144.0,11933.0,7969.0
1.0,50.0,88.0,38.0,177913.0,35954.0,36429.0,9321.0,13000.0,10843.0,6137.0,2444.0
1.0,50.0,44.0,-109.0,1457303.0,774875.0,150937.0,14362.0,40447.0,81218.0,41937.0,32649.0
0.0,63.0,50.0,8.0,11843.0,24769.0,10430.0,1355.0,1504.0,5111.0,2536.0,1968.0
1.0,0.0,0.0,-2048.0,20831.0,34752.0,3348.0,14478.0,14862.0,53432.0,17094.0,36230.0
1.0,61.0,63.0,19.0,18185.0,14114.0,5038.0,5200.0,3613.0,2354.0,3098.0,2970.0
0.0,38.0,57.0,50.0,1829456.0,191842.0,73801.0,209990.0,18706.0,37437.0,33685.0,3202.0
0.0,38.0,54.0,38.0,106552.0,41294.0,9767.0,7633.0,4552.0,3063.0,847.0,1431.0
0.0,48.0,50.0,228.0,545918.0,19702.0,4846.0,31143.0,3199.0,12293.0,4920.0,593.0
1.0,35.0,69.0,-76.0,522971.0,305713.0,19741.0,31827.0,11750.0,17620.0,20477.0,8498.0
1.0,40.0,54.0,-151.0,537373.0,92910.0,48431.0,6290.0,18432.0,36093.0,8777.0,10009.0
0.0,69.0,91.0,145.0,9555.0,9647.0,16155.0,6288.0,7966.0,39589.0,31586.0,10655.0
0.0,70.0,51.0,22.0,248737.0,444160.0,62259.0,13278.0,22728.0,30888.0,15527.0,6281.0
0.0,60.0,83.0,88.0,4635.0,7089.0,15132.0,24376.0,7782.0,6359.0,4394.0,3161.0
0.0,56.0,57.0,184.0,184737.0,57368.0,33980.0,31807.0,53025.0,15586.0,2627.0,2054.0
1.0,10.0,35.0,89.0,420269.0,461424.0,74804.0,14113.0,31304.0,14219.0,3308.0,4057.0
0.0,47.0,64.0,35.0,14523.0,23323.0,7301.0,10918.0,4489.0,4443.0,1792.0,2895.0
1.0,0.0,0.0,1009.0,240567.0,187494.0,123209.0,214940.0,71019.0,183621.0,67779.0,72711.0
0.0,63.0,64.0,6.0,531769.0,44511.0,18985.0,8430.0,18648.0,18881.0,14602.0,4663.0
1.0,0.0,0.0,-1572.0,952003.0,248231.0,20858.0,137458.0,50026.0,125949.0,44872.0,66465.0
1.0,47.0,35.0,125.0,481555.0,204302.0,25220.0,36287.0,49244.0,87583.0,84718.0,22923.0
1.0,16.0,44.0,77.0,117278.0,21859.0,16202.0,9986.0,7856.0,4590.0,2356.0,2815.0
1.0,24.0,43.0,69.0,81163.0,48316.0,31331.0,59714.0,15995.0,8042.0,11781.0,11121.0
0.0,50.0,77.0,-11.0,82071.0,37164.0,39579.0,18989.0,23212.0,20381.0,6529.0,14562.0
0.0,41.0,54.0,82.0,66713.0,52726.0,19699.0,13629.0,6302.0,6313.0,4559.0,3388.0
1.0,34.0,38.0,101.0,462776.0,210657.0,10513.0,27837.0,35931.0,38785.0,35552.0,21376.0
0.0,53.0,75.0,-1201.0,596791.0,19558.0,29862.0,45536.0,27673.0,22275.0,25852.0,2254.0
0.0,0.0,0.0,2047.0,592373.0,52464.0,15513.0,16498.0,55765.0,150252.0,160451.0,53703.0
1.0,43.0,75.0,-58.0,1047471.0,181044.0,96590.0,146084.0,32163.0,58069.0,16384.0,6830.0
1.0,20.0,34.0,57.0,300391.0,866686.0,27720.0,202399.0,100347.0,43985.0,45924.0,34991.0
0.0,78.0,63.0,26.0,1613474.0,94946.0,43287.0,16902.0,24811.0,15293.0,9544.0,6356.0
1.0,27.0,63.0,116.0,1015097.0,625687.0,54123.0,34365.0,22016.0,10252.0,5599.0,6611.0
0.0,57.0,56.0,-97.0,278146.0,63238.0,32260.0,14247.0,5198.0,18862.0,12497.0,742.0
0.0,26.0,63.0,39.0,118743.0,148669.0,11721.0,15266.0,7336.0,4635.0,5244.0,1439.0
0.0,51.0,63.0,444.0,184555.0,93074.0,13366.0,18585.0,5023.0,2663.0,1190.0,887.0
1.0,40.0,80.0,180.0,1236563.0,25853.0,10184.0,21150.0,7212.0,13390.0,11603.0,3029.0
1.0,37.0,63.0,264.0,269859.0,56251.0,28199.0,23867.0,6970.0,21969.0,16766.0,2975.0
0.0,88.0,17.0,-189.0,456285.0,28705.0,30844.0,19680.0,11897.0,23844.0,11355.0,1651.0
1.0,20.0,41.0,91.0,812194.0,136483.0,20643.0,23671.0,7441.0,18217.0,9096.0,18040.0
1.0,23.0,43.0,88.0,117628.0,51703.0,34228.0,25568.0,18999.0,9876.0,3796.0,3630.0
1.0,0.0,0.0,313.0,1371227.0,651534.0,7658.0,115792.0,25793.0,85077.0,61272.0,61883.0
1.0,47.0,43.0,13.0,137981.0,66848.0,10198.0,19104.0,3726.0,5428.0,6987.0,377.0
1.0,34.0,44.0,-39.0,1724643.0,498841.0,134577.0,45964.0,69972.0,17316.0,8650.0,10219.0
1.0,20.0,34.0,34.0,955916.0,296885.0,170197.0,11777.0,32178.0,14964.0,27752.0,1594.0
1.0,20.0,21.0,-62.0,315465.0,73486.0,30339.0,46059.0,48956.0,12578.0,9302.0,8042.0
0.0,61.0,48.0,24.0,36059.0,7634.0,7362.0,3910.0,3172.0,8396.0,3550.0,1485.0
1.0,44.0,53.0,-58.0,767394.0,22377.0,19749.0,6499.0,2436.0,27327.0,995.0,338.0
1.0,30.0,54.0,-19.0,832267.0,107416.0,25903.0,25448.0,8702.0,12994.0,12741.0,9485.0
1.0,66.0,34.0,50.0,2503882.0,181967.0,30860.0,26017.0,31472.0,52832.0,48652.0,21279.0
1.0,67.0,84.0,-88.0,1006299.0,82004.0,112707.0,212235.0,70855.0,20890.0,26234.0,7136.0
0.0,0.0,0.0,2047.0,781248.0,221554.0,91955.0,156654.0,141415.0,87501.0,108697.0,160870.0
0.0,53.0,47.0,18.0,7195.0,38619.0,10259.0,9409.0,18948.0,19892.0,35208.0,8486.0
0.0,78.0,54.0,50.0,16778.0,15535.0,4107.0,3027.0,12776.0,9608.0,2486.0,4532.0
0.0,50.0,66.0,-34.0,129816.0,84258.0,44130.0,20844.0,14088.0,13533.0,6570.0,7999.0
1.0,29.0,43.0,-1.0,534435.0,252265.0,11440.0,52759.0,26484.0,16648.0,6866.0,2068.0
0.0,66.0,60.0,29.0,2725.0,22182.0,4939.0,11982.0,15509.0,41871.0,22472.0,26384.0
1.0,40.0,47.0,108.0,198662.0,27094.0,1742.0,6152.0,1071.0,6629.0,3095.0,664.0
1.0,0.0,0.0,441.0,346375.0,465386.0,103295.0,148765.0,83700.0,92799.0,102420.0,43987.0
0.0,69.0,61.0,-140.0,106714.0,136888.0,28984.0,40502.0,21449.0,20534.0,6469.0,6191.0
1.0,40.0,34.0,-28.0,1347682.0,203126.0,15458.0,14384.0,6967.0,7805.0,7327.0,4598.0
0.0,0.0,0.0,40.0,1490486.0,75111.0,18651.0,94444.0,14386.0,44163.0,61642.0,3371.0
0.0,53.0,50.0,-262.0,240442.0,93442.0,28269.0,27486.0,10657.0,6546.0,1885.0,2828.0
0.0,83.0,54.0,60.0,5636.0,20214.0,488.0,1815.0,13578.0,6573.0,7305.0,3607.0
1.0,30.0,48.0,-29.0,339093.0,340248.0,29360.0,22688.0,32236.0,53024.0,97043.0,21770.0
0.0,0.0,0.0,1.0,573370.0,27651.0,41963.0,989.0,7307.0,47572.0,5253.0,1029.0
0.0,53.0,51.0,129.0,221532.0,100460.0,11046.0,5315.0,7847.0,6796.0,3331.0,2116.0
1.0,53.0,24.0,196.0,404601.0,121710.0,2184.0,5786.0,6763.0,9857.0,2256.0,1459.0
1.0,56.0,37.0,38.0,844399.0,302432.0,116222.0,22298.0,13164.0,30667.0,45664.0,22076.0
1.0,37.0,54.0,16.0,9575.0,29906.0,18240.0,4906.0,30847.0,12762.0,8536.0,13675.0
0.0,60.0,60.0,38.0,96763.0,42567.0,10608.0,4700.0,10739.0,2449.0,1964.0,883.0
1.0,41.0,63.0,0.0,107847.0,494570.0,250227.0,71267.0,138125.0,52523.0,34205.0,11437.0
0.0,88.0,51.0,-11.0,15501.0,4776.0,7949.0,4074.0,3914.0,6523.0,3630.0,1795.0
1.0,44.0,13.0,-36.0,1220490.0,423369.0,95835.0,42024.0,38255.0,77992.0,69040.0,19116.0
0.0,43.0,60.0,64.0,175087.0,40327.0,4886.0,3011.0,19822.0,2930.0,1239.0,796.0
1.0,8.0,20.0,-56.0,1985160.0,660716.0,66524.0,26811.0,53652.0,35462.0,39329.0,18214.0
1.0,0.0,0.0,-2048.0,948210.0,67338.0,23682.0,34218.0,10419.0,16175.0,26871.0,19950.0
0.0,74.0,67.0,-516.0,99465.0,16255.0,38503.0,44370.0,49194.0,58615.0,21058.0,15278.0
1.0,44.0,87.0,28.0,795810.0,49880.0,16030.0,35993.0,10006.0,15735.0,14355.0,4928.0
0.0,60.0,47.0,81.0,595272.0,38033.0,16504.0,15742.0,16175.0,11254.0,8271.0,3937.0
1.0,48.0,53.0,55.0,80266.0,9265.0,1709.0,1328.0,1422.0,1877.0,1799.0,688.0
1.0,20.0,51.0,281.0,123781.0,163866.0,57772.0,40555.0,44789.0,20473.0,40457.0,27734.0
1.0,44.0,34.0,34.0,337285.0,39017.0,5373.0,4186.0,4827.0,4625.0,2308.0,733.0
0.0,51.0,64.0,-38.0,832791.0,60940.0,34638.0,19066.0,6615.0,12486.0,5283.0,2349.0
1.0,0.0,0.0,1043.0,681624.0,281434.0,710859.0,710261.0,217635.0,388009.0,218355.0,394333.0
1.0,80.0,78.0,38.0,3279.0,9523.0,15429.0,4223.0,9765.0,15466.0,5450.0,4320.0
0.0,48.0,43.0,-51.0,166492.0,30924.0,12665.0,4149.0,11259.0,9751.0,813.0,1008.0
1.0,21.0,57.0,954.0,110072.0,7757.0,3624.0,4269.0,2802.0,2300.0,2820.0,265.0
0.0,61.0,56.0,13.0,121051.0,38029.0,19399.0,8772.0,5970.0,18015.0,8131.0,860.0
0.0,61.0,63.0,-50.0,441381.0,24827.0,10782.0,6104.0,3729.0,3216.0,6359.0,433.0
1.0,34.0,56.0,40.0,77920.0,18389.0,5937.0,11221.0,6167.0,8830.0,8318.0,4804.0
0.0,69.0,43.0,28.0,237307.0,55971.0,1946.0,28276.0,14764.0,36719.0,15351.0,13125.0
1.0,93.0,56.0,-13.0,1540539.0,380425.0,34887.0,37457.0,28881.0,86582.0,118784.0,106159.0
1.0,35.0,66.0,-153.0,1399400.0,574757.0,114495.0,52138.0,56117.0,66635.0,28495.0,8088.0
1.0,93.0,67.0,-3.0,3538.0,10327.0,8197.0,7533.0,4968.0,8762.0,4305.0,2735.0
1.0,0.0,0.0,1512.0,1838816.0,307420.0,66750.0,276785.0,67624.0,287299.0,74744.0,135263.0
0.0,51.0,93.0,-5.0,15947.0,1551.0,2519.0,9335.0,2847.0,8061.0,3566.0,7602.0
0.0,30.0,61.0,11.0,68124.0,19351.0,7079.0,2242.0,1495.0,3174.0,1815.0,761.0
1.0,24.0,67.0,-73.0,258502.0,77806.0,4425.0,7733.0,5455.0,3602.0,1326.0,541.0
1.0,0.0,0.0,185.0,988011.0,348979.0,36876.0,70179.0,42764.0,261096.0,243412.0,58183.0
0.0,40.0,35.0,39.0,20914.0,41786.0,13445.0,8267.0,12452.0,6471.0,2009.0,2037.0
1.0,44.0,38.0,281.0,742912.0,119575.0,39854.0,68653.0,8093.0,68034.0,14354.0,5043.0
1.0,14.0,47.0,131.0,308507.0,235073.0,98302.0,14073.0,30040.0,24559.0,19368.0,3547.0
0.0,51.0,57.0,59.0,48518.0,6230.0,1489.0,7547.0,2771.0,6020.0,4256.0,1605.0
1.0,26.0,50.0,91.0,1705012.0,1055503.0,102302.0,163196.0,187857.0,57880.0,27607.0,11155.0
0.0,0.0,0.0,-2048.0,1056626.0,404030.0,15858.0,9947.0,12540.0,325552.0,136583.0,44947.0
1.0,47.0,1.0,22.0,10681.0,31329.0,2169.0,9302.0,3303.0,41209.0,20570.0,19849.0
1.0,17.0,53.0,118.0,264934.0,66794.0,1870.0,14232.0,12221.0,10611.0,12606.0,6987.0
1.0,96.0,69.0,-5.0,5004.0,8224.0,10711.0,8750.0,5990.0,11836.0,3690.0,4180.0
0.0,47.0,41.0,130.0,118808.0,33533.0,6552.0,9973.0,23644.0,32216.0,23914.0,13013.0
0.0,75.0,47.0,-23.0,148442.0,101439.0,61063.0,27286.0,19131.0,35056.0,126838.0,25191.0
0.0,61.0,66.0,55.0,2065439.0,41729.0,10341.0,36962.0,12215.0,13742.0,7066.0,3188.0
1.0,27.0,78.0,-21.0,156004.0,77470.0,4381.0,15831.0,11053.0,3335.0,1205.0,1069.0
1.0,47.0,67.0,-105.0,1269514.0,40648.0,61951.0,10036.0,13265.0,11586.0,29025.0,6201.0
1.0,37.0,26.0,72.0,14016.0,452352.0,11658.0,9040.0,28002.0,41127.0,26878.0,12293.0
1.0,97.0,87.0,26.0,5589.0,5916.0,8636.0,13259.0,6899.0,10460.0,11170.0,6546.0
1.0,40.0,34.0,121.0,703383.0,218207.0,18538.0,31404.0,10362.0,16707.0,19828.0,8136.0
0.0,0.0,0.0,2047.0,684047.0,95723.0,155874.0,127129.0,62331.0,168793.0,143048.0,114419.0
1.0,35.0,40.0,-1.0,356794.0,188100.0,3738.0,20261.0,3577.0,16025.0,3260.0,1779.0
1.0,29.0,26.0,-74.0,192637.0,477272.0,61879.0,54488.0,11599.0,76141.0,58128.0,45935.0
1.0,4.0,53.0,262.0,206311.0,242710.0,30542.0,25770.0,6532.0,6127.0,10984.0,3022.0
1.0,51.0,38.0,-109.0,715551.0,29209.0,5463.0,5612.0,3721.0,3732.0,8720.0,553.0
1.0,50.0,50.0,10.0,399558.0,111967.0,57549.0,32296.0,40857.0,76961.0,71725.0,18760.0
0.0,0.0,0.0,39.0,281078.0,41476.0,8966.0,8510.0,3996.0,100286.0,822.0,1508.0
1.0,1.0,35.0,99.0,1137933.0,1526979.0,345724.0,136913.0,32907.0,80200.0,36078.0,16237.0
0.0,0.0,0.0,2047.0,1585945.0,85485.0,27181.0,29087.0,86203.0,309401.0,254070.0,157368.0
1.0,21.0,1.0,147.0,2372780.0,851535.0,62544.0,6557.0,39678.0,50861.0,29686.0,34090.0
0.0,0.0,0.0,-2048.0,87621.0,19401.0,8186.0,15753.0,19596.0,80242.0,59461.0,36133.0
1.0,1.0,35.0,161.0,294146.0,104482.0,10440.0,2174.0,3156.0,2821.0,1402.0,1335.0
0.0,57.0,43.0,-6.0,29055.0,6145.0,2364.0,7481.0,16053.0,11373.0,2661.0,1844.0
0.0,77.0,56.0,16.0,15504.0,4386.0,936.0,3230.0,6108.0,6040.0,3429.0,2856.0
0.0,67.0,64.0,34.0,7464.0,10651.0,2437.0,5919.0,5671.0,7557.0,1667.0,1865.0
0.0,44.0,41.0,67.0,743815.0,96757.0,56437.0,16605.0,10521.0,10147.0,10712.0,6389.0
1.0,60.0,88.0,16.0,18133.0,7265.0,8030.0,23900.0,5709.0,18052.0,15099.0,10039.0
0.0,56.0,60.0,-87.0,1038904.0,47727.0,12133.0,13306.0,7431.0,4146.0,5612.0,1306.0
0.0,67.0,67.0,-34.0,220549.0,5812.0,1565.0,2167.0,1725.0,5620.0,9010.0,1037.0
1.0,30.0,80.0,124.0,1110180.0,194134.0,299619.0,17047.0,43299.0,19482.0,25467.0,7607.0
0.0,56.0,57.0,91.0,1067765.0,230557.0,45545.0,29774.0,9136.0,11689.0,9572.0,9227.0
0.0,44.0,63.0,0.0,633325.0,1077673.0,330032.0,27909.0,26101.0,45745.0,35637.0,10309.0
0.0,66.0,51.0,33.0,259557.0,48332.0,2887.0,8451.0,13253.0,5975.0,6534.0,10521.0
1.0,50.0,63.0,-10.0,1962818.0,345778.0,127296.0,24215.0,41028.0,77692.0,86396.0,19235.0
0.0,53.0,57.0,66.0,52609.0,28260.0,5737.0,3460.0,6953.0,4324.0,1828.0,1598.0
0.0,67.0,94.0,26.0,8242.0,6921.0,5766.0,10771.0,4955.0,2569.0,1618.0,1500.0
1.0,50.0,66.0,29.0,1274303.0,56531.0,32058.0,21634.0,21608.0,11314.0,10283.0,11751.0
1.0,37.0,17.0,76.0,1964577.0,313204.0,56834.0,20616.0,95236.0,86877.0,12461.0,7061.0
1.0,60.0,57.0,-217.0,1379433.0,228223.0,43161.0,11758.0,61333.0,46486.0,11137.0,10176.0
0.0,35.0,78.0,-8.0,10339.0,13141.0,6521.0,26533.0,7371.0,3592.0,1314.0,3319.0
0.0,70.0,48.0,18.0,187320.0,13755.0,6166.0,3309.0,2917.0,22173.0,6046.0,7612.0
0.0,63.0,69.0,20.0,321610.0,27227.0,21278.0,4362.0,16597.0,24120.0,40165.0,8239.0
0.0,66.0,41.0,-42.0,81585.0,44482.0,10654.0,16785.0,11040.0,10358.0,4876.0,6282.0
0.0,47.0,64.0,121.0,78092.0,94571.0,19842.0,13977.0,1400.0,15188.0,11490.0,1009.0
0.0,40.0,44.0,-21.0,438870.0,857553.0,47215.0,26512.0,26258.0,12246.0,11635.0,4314.0
0.0,0.0,0.0,2047.0,462278.0,105458.0,34256.0,38743.0,26531.0,139202.0,257653.0,75702.0
0.0,0.0,0.0,-2048.0,732245.0,88578.0,16151.0,41125.0,8762.0,15176.0,36672.0,18552.0
1.0,41.0,69.0,5.0,454981.0,19999.0,4307.0,3097.0,2038.0,6032.0,5878.0,1873.0
0.0,0.0,0.0,2047.0,566084.0,44312.0,10778.0,8140.0,13053.0,29173.0,15874.0,19386.0
0.0,77.0,43.0,141.0,787731.0,93400.0,45266.0,34012.0,24486.0,26382.0,14821.0,7315.0
1.0,43.0,27.0,82.0,217499.0,139523.0,19316.0,27980.0,22420.0,11055.0,10217.0,3652.0
1.0,34.0,56.0,44.0,826299.0,216927.0,31428.0,42174.0,33218.0,16000.0,20137.0,2033.0
0.0,51.0,70.0,5.0,96021.0,110917.0,22436.0,36746.0,31173.0,10293.0,7476.0,6944.0
1.0,64.0,61.0,35.0,2755.0,6320.0,3042.0,6247.0,12868.0,8238.0,1891.0,3244.0
0.0,50.0,78.0,43.0,19812.0,10116.0,2209.0,4205.0,4690.0,2396.0,1921.0,1674.0
0.0,66.0,44.0,-61.0,39591.0,71642.0,46062.0,31341.0,33872.0,61137.0,44043.0,17093.0
0.0,66.0,66.0,43.0,122094.0,38674.0,13613.0,1366.0,11262.0,5422.0,9700.0,4286.0
1.0,0.0,0.0,387.0,2429116.0,748147.0,48331.0,454619.0,92903.0,330423.0,174749.0,178106.0
1.0,35.0,57.0,26.0,349217.0,259866.0,86347.0,18610.0,24073.0,23823.0,8418.0,7851.0
1.0,20.0,40.0,37.0,72872.0,45321.0,5462.0,617.0,1059.0,1217.0,662.0,505.0
1.0,50.0,47.0,154.0,458562.0,173510.0,28369.0,26425.0,10121.0,13427.0,5468.0,3273.0
0.0,0.0,0.0,-2048.0,89279.0,209435.0,30121.0,41469.0,70548.0,29245.0,14275.0,14978.0
0.0,41.0,64.0,179.0,416935.0,49582.0,9616.0,18761.0,6670.0,5087.0,1981.0,2515.0
0.0,40.0,90.0,74.0,27767.0,16730.0,38408.0,31763.0,12593.0,5152.0,4306.0,2659.0
1.0,23.0,60.0,73.0,737579.0,698368.0,48283.0,134560.0,58965.0,44884.0,73760.0,22045.0
1.0,29.0,83.0,25.0,2030223.0,293889.0,124693.0,88720.0,48841.0,45727.0,91273.0,12308.0
1.0,41.0,51.0,4.0,252133.0,133048.0,23953.0,34525.0,28158.0,13851.0,23614.0,9008.0
1.0,44.0,83.0,20.0,10510.0,3168.0,1559.0,10571.0,4623.0,3398.0,4649.0,2414.0
1.0,51.0,44.0,-122.0,612381.0,408004.0,24820.0,32803.0,21096.0,28038.0,9627.0,10393.0
1.0,47.0,35.0,-12.0,224319.0,170859.0,8816.0,3215.0,5310.0,4035.0,3124.0,1157.0
0.0,47.0,63.0,428.0,575193.0,12748.0,7995.0,3460.0,3631.0,7049.0,6501.0,1214.0
0.0,21.0,51.0,-169.0,63216.0,22017.0,5659.0,4426.0,7546.0,1611.0,696.0,435.0
1.0,34.0,38.0,131.0,2330821.0,88117.0,16941.0,10290.0,30255.0,10813.0,4185.0,12616.0
1.0,26.0,40.0,71.0,628637.0,213910.0,10480.0,22149.0,14421.0,7500.0,4875.0,2952.0
1.0,27.0,63.0,33.0,166044.0,92139.0,56583.0,18574.0,25115.0,27035.0,3625.0,4472.0
0.0,50.0,40.0,101.0,207569.0,161207.0,9687.0,17317.0,23151.0,9340.0,5097.0,4427.0
0.0,83.0,29.0,45.0,564715.0,222531.0,105712.0,64910.0,22447.0,64027.0,16465.0,16229.0
0.0,0.0,0.0,-2048.0,86765.0,18679.0,7538.0,12317.0,6825.0,118689.0,67453.0,23282.0
0.0,83.0,60.0,8.0,245724.0,313543.0,34666.0,76155.0,58140.0,26137.0,16824.0,10569.0
1.0,63.0,53.0,-38.0,706798.0,139081.0,63671.0,23900.0,47808.0,28762.0,7823.0,2805.0
0.0,77.0,47.0,203.0,431856.0,483404.0,18709.0,43682.0,9544.0,56402.0,10991.0,10837.0
1.0,63.0,21.0,-6.0,263088.0,74492.0,13562.0,15430.0,13387.0,23579.0,16158.0,16515.0
1.0,30.0,43.0,224.0,1138044.0,520574.0,45315.0,47757.0,33600.0,42474.0,64183.0,31851.0
1.0,43.0,54.0,337.0,359580.0,135413.0,2075.0,39139.0,11906.0,7423.0,7862.0,2539.0
1.0,16.0,51.0,10.0,121503.0,58215.0,4370.0,9895.0,8360.0,2481.0,4695.0,8233.0
1.0,51.0,54.0,45.0,779682.0,127848.0,65221.0,17478.0,7792.0,11583.0,15303.0,2319.0
0.0,60.0,69.0,-84.0,275415.0,56973.0,16618.0,28197.0,4022.0,15537.0,10152.0,1764.0
1.0,41.0,66.0,146.0,45958.0,5340.0,1438.0,1659.0,1288.0,595.0,120.0,38.0
1.0,16.0,38.0,93.0,1313464.0,393203.0,34785.0,18743.0,31378.0,19138.0,9796.0,5072.0
0.0,53.0,64.0,19.0,842836.0,355038.0,380955.0,21755.0,44154.0,37562.0,22860.0,1750.0
1.0,26.0,34.0,-231.0,544942.0,817419.0,92045.0,42275.0,45809.0,48539.0,63003.0,22810.0
1.0,27.0,67.0,89.0,952549.0,676145.0,169802.0,38226.0,51515.0,78584.0,32581.0,7899.0
1.0,50.0,48.0,13.0,759375.0,43249.0,9132.0,8792.0,7323.0,11452.0,5217.0,2381.0
1.0,16.0,56.0,121.0,1055366.0,925849.0,94170.0,35529.0,42229.0,75492.0,37600.0,25720.0
1.0,17.0,48.0,-1.0,263247.0,284690.0,112481.0,32695.0,24611.0,17092.0,11957.0,5690.0
1.0,74.0,69.0,74.0,18823.0,6577.0,10996.0,5618.0,7642.0,30823.0,13718.0,9248.0
1.0,53.0,48.0,98.0,1290808.0,168907.0,73069.0,39940.0,48386.0,15034.0,7535.0,4166.0
